name,latitude,longitude
Deh Now-ye Gelal,31.09514,50.72173
Deh Now-ye Barez,31.51944,50.39944
Deh Neseh-e Deli Gerdu,31.1,50.98083
Ab-e Sarvak,31.11566,50.49266
Deh-e Kohneh,31.33536,50.87576
Deh Kohneh,31.35359,49.85216
Deh Khomeyn,31.53333,49.95
Deh Hud,31.04214,50.73686
Darreh Geru,31.012,50.49518
Deh Gah,31.96037,49.64808
Deh Fathollah,31.59917,50.36694
`Ali `Asgari,31.09597,50.11174
Davazdah Emam,31.98482,50.55562
Dastgerd,31.90234,50.92249
Dashtak,31.34861,50.56694
Dasht Avzar,31.83444,50.15472
Darvaz,31.2734,50.43409
Darvish Sa`idi,31.98333,49.9
Darreh Anarak,31.10516,50.5092
Mir Salar,31.28691,50.45506
Darreh Zard,31.31923,50.1088
Deh-e Zari,31.07294,50.13214
Darreh Zang,31.93556,50.05028
Darreh Sur,31.53528,50.45222
Darreh Shur,31.57973,50.42865
Darreh Shur,31.536,50.71495
Darreh Qobad,31.91694,50.03611
Darreh Ney,31.46624,50.00357
Darreh Nari,31.08278,50.66528
Darreh Kulak,31.69806,50.19889
Darreh Kharzahreh,31.13578,50.10525
Darreh Khasi,31.71806,50.16583
Darreh Jehud,31.68826,50.20058
Darreh Gharib,31.65322,50.21227
Darreh Eshkaft,31.5309,50.36388
Darreh Dan,31.17926,49.63554
Darreh Deraz,31.0004,50.93008
Darreh Chenar,31.52407,50.73258
Darreh Eshkaft-e Pa'in,31.95362,49.64688
Dar Gonji,31.22864,50.49794
Dar Boland,31.11732,50.54496
Dam Tang-e Chahen,30.99735,50.29825
Damtang,31.80222,50.13306
Dam Ab,31.98317,50.21193
Dalun,31.07,50.21583
Delu Zahra,31.83154,49.9417
Mowngireh,31.13493,50.06675
Dali,31.98506,49.95977
Dali,31.91083,50.00167
Didar Qoli,31.94833,50.03361
Chulaki,31.85222,50.01194
Chesti,31.34534,50.13296
Cheshmeh Rizak-e Shabliz,31.13278,50.99667
Cheshmeh Bedar,31.13732,49.56731
Cherkin-e Bala,31.61675,50.47077
Amir Cheragh`ali,31.26722,49.66364
Tang Maqer,31.01935,50.11713
Chelbardi-ye Dudera',31.32083,50.85111
Chelan,31.58222,50.39778
Chelisad,31.75083,50.24778
Chel Kira,31.71778,50.11778
Chehraz,31.87886,50.77135
Chashni Dan,31.69343,49.83322
Cham Zarak,31.5807,50.31121
Cham Kapu,31.09885,50.57908
Cham Dalan,31.31814,49.87576
Cham,31.93312,50.02085
Chalku,31.38444,50.83361
Chalgeru,31.19778,50.45111
Chal Sorkh,31.35083,50.08722
Chal Shirin,31.39004,50.82755
Chal Khazineh,31.41889,50.75056
Chahgah-e Milas,31.4893,50.77282
Chahen,31.26458,50.87107
Chah-e Dowpowk,31.98333,49.86667
Chahar Tang-e Vosta,31.76667,49.86667
Chahar Qash,31.91042,49.565
Chahar Qash,31.607,49.85073
Chahar Murun,31.09128,50.91523
Chaga Parviz,31.54506,49.74148
Chizandan,31.93194,50.05028
Bustan,31.76005,50.38804
Borj-e Puzeh Sardu,31.0325,50.21556
Boneh-ye Sadat,31.26694,49.59124
Boneh-ye Molla Ahmad,31.2596,49.62335
Boneh-ye Mamal,31.26667,49.66667
Boneh-ye Atabak,31.17617,49.61215
Boni,31.2364,49.59005
Bolviri,31.11833,50.51583
Bufah Zari,31.12824,50.52896
Beyzi Tak-e Do,31.93333,49.76667
Berenjgan,31.80265,50.69214
Benjeshtun,31.09741,50.52694
Beneshti,31.98333,49.98333
Beheshtabad,31.28333,49.6
Baymond,31.25,49.65
Barreh Gorg Khordeh,31.11611,50.55
Barreh Deh,31.89972,50.065
Barpareh,31.79972,50.08972
Barmian,31.07177,50.69437
Berm Alvan,31.00815,50.23771
Bars-e Qaylan,31.93812,49.75818
Bard-e Pahn,31.39288,50.66043
Bar-e Karkhaneh,31.47729,50.70701
Bard-e Gap,31.73278,50.21472
Bard Zard,31.99529,49.93595
Bard Bor-e Pa'in,31.9,49.6
Bardchu,31.07441,50.14759
Bar Aftab-e Tiyak,31.08139,50.83222
Bar Aftab-e Sofla,31.08417,50.73444
Bar Aftab-e Shidan,31.51917,50.80889
Bar Aftab-e Sabzevar-e Darakeh,31.53444,50.935
Bar Aftab-e Cheshmeh Liru,31.03083,50.86694
Bar Aftab-e Zafari,31.56444,50.32028
Bar Aftab-e `Olya,31.08834,50.73678
Bar Aftab-e `Ali Mo'men,31.56667,50.3175
Bar Aftab,31.56072,49.9976
Bar Aftab-e Emam Reza,31.22566,50.41017
Baneshti-ye Chaleh Abza-ye Pa'in,31.96556,50.03417
Bandardan,31.88111,50.08778
Balutak-e Landi,31.85,49.81667
Baled,31.93621,50.54006
Bakhtegan-e Sofla,31.53333,49.93333
Bakhtegan,31.54164,49.94222
Bajereh,31.13154,50.13788
Bagh Anar-e Milas,31.48128,50.76581
Badarreh,31.18793,50.58176
Badam Gerdaki,31.14861,50.59972
Badi,31.95,49.93333
Basadi-ye Sofla,31.17916,49.57124
Bisheh Shirin-e Par Siah,31.93333,49.68333
Bisheh Shirin Ab,31.87028,49.68534
Biseydun-e `Olya,31.18825,50.51111
Biseydun-e Sofla,31.17532,50.53261
Bi Bi Gol Mordeh-ye Sofla,31.73728,49.82689
Bibi `Aziz,31.97083,50.38472
Atashgah,31.23767,50.99909
Arjol,31.93472,50.52111
Anju,31.40667,50.69376
Sandali-ye Sheykh Kan`an,31.17189,49.5423
Sandali-ye Gav Mishi,31.2,49.56667
Anarak,31.10145,50.65255
Amirabad,31.84277,49.66719
Amirabad,31.58,50.24667
Salehat,31.53241,50.97358
Aka',31.84861,50.15083
Ahangari,31.78921,49.54716
Safarabad,31,50.93167
Adowdar,31.79778,50.12306
Abrak,31.82164,49.94917
Abrak,31.80253,49.96109
Abu ol Kheyr,31.56944,50.28306
Ableh,31.19277,50.54577
Abeleh-ye Rahmani,31.81667,49.73333
Abeleh-ye `Olya,31.83333,49.73333
Abnow,31.01285,50.37606
Abzalu,31.9309,49.60933
Ab Ti,31.20278,50.63222
Ab Sorkh,31.81583,50.13306
Ab Rah,31.815,50.13333
Abrizak,31.43264,50.01359
Ab Riz,31.03049,50.67055
Abputi,31.10736,50.70416
Ab Ney,31.95011,49.9442
Ab Larun,31.35453,50.75198
Ab Gorazi,31.68333,49.91667
Ab Razgeh,31.08016,50.49935
Ab Chendar,31.03439,50.29321
Ab Chendar-e `Olya,31.1976,50.49762
Ab Anjir,31.16451,50.56333
Band-e Ab Alvan,31.00523,50.21296
Ahmadabad,31.72097,50.16562
Zafarabad,31.0059,50.91407
Howz Gel,31.57944,50.30167
Hoseyn`ali,31.96667,49.93333
Hezar,31.83036,49.67624
Toqli Hanushi,31.22829,49.51809
Hajji Kelu,31.26833,50.75278
`Azizi,31.88444,50.00028
`Asalu,31.28825,49.62893
`Ali,31.87944,49.99917
`Aliabad,31.03333,49.68333
`Ajamqoli,32,49.98333
Aduk,31.34438,50.83892
Vandafard,38.05,48
Tappeh Khowr,38.48333,48.48333
Ru'in Zari,38.43333,48.1
Qelimp,38.11667,48.25
Paruq,38.28333,48.16667
Nir,38.0346,47.9986
Masjed-e Qabaqi,38.1705,48.8681
Kolur,38.2141,48.1122
Kerdeh Sara,38.3038,48.8585
Jenablu,38.65,48.11667
Imcheh,38.2738,48.1622
Hayehdar,38.38333,48.2
Gachi Bolaghi-ye Sofla,38.76667,48
Dijujin,38.2934,48.1591
Buran,38.21667,48.21667
Barmeh Saray,38.15,48.91667
Aburiq,38.2,48.53333
Aqajan Khan,38.3,48.2
Ani Kandi,38.93333,48.03333
Almashin,38.13333,48.01667
`Ali Bolaghi,38.3834,48.3527
Zangi Shah,35.13036,57.92016
Zamanabad,35.18145,57.82062
Zarvaqt,35.4872,58.12403
Irajabad,35.27278,58.18139
Tajrud,35.50516,58.31436
Sonbol,35.12322,58.19785
Shari`atabad,35.20116,57.78946
Shamsabad,35.43539,58.10845
Shalaqeh,35.31998,57.57706
Shahrokhabad,35.1775,57.84861
Shahr Sukhteh,35.82106,58.00442
Seyfabad,35.18667,57.98333
Senjeran,35.73333,57.35
Senjedak,35.59794,58.17233
Sarish,35.84181,57.60204
Sar Rud,35.8877,57.81905
Sar Borj,35.39333,57.94413
Sar Howzak,35.26304,58.3771
Sang-e Pir,35.51443,58.15129
Salmabad,35.57133,58.12893
Rahmanniyeh,35.06011,57.88608
Quzhdabad,35.14091,58.03486
Quzestan,35.39224,58.29802
Qol-e Ney,35.97575,58.38804
Qohandiz,35.12356,58.18052
Qosun,35.6174,58.27726
Qasemi,35.85246,57.78748
Qaracheh,35.48491,58.38348
Zu ol Farrokh,35.61829,57.18046
Nezamabad,35.35811,57.97138
Narestan,35.80324,57.25912
Nasrabad,35.25085,58.26572
Nasrabad,35.12049,58.01923
Momrabad,35.21636,58.4029
Moghan,35.23104,58.42611
Mozaffarabad,35.24822,57.84531
Mozaffarabad,35.80309,57.55421
Mohammadabad,35.1717,57.96207
Mohammadabad,35.26659,58.28117
Mohammadiyeh,35.26193,58.36078
Mehdiabad,35.03979,58.12308
Mazdeh,35.26516,58.26662
Mar Andiz,35.21925,57.83052
Mahlar,35.19181,57.54032
Mirabad,35.18159,58.3327
Larhang,35.86809,57.47887
Landaran,35.80788,57.3313
Gusheh,35.15522,57.97338
Kohak,35.78328,57.20493
Khvosh Mardan,35.86826,57.62921
Khomeyn,35.35616,57.90778
Kharu,35.51095,58.26001
Kharasf,35.6656,58.19273
Keyzaqan,35.88557,57.78267
Keshmar,35.29306,58.10333
Karizak,35.27194,58.23639
Kalavoshk,35.64611,57.12889
Kalaveshk,35.8901,57.48189
Kalateh-ye Teymur,35.39945,58.35999
Kalateh-ye Shadi,35.22914,58.32081
Kalateh-ye Pa'in Darreh,35.47435,58.33366
Kalateh-ye Now Bahar,35.93722,58.18333
Kalateh-ye Now,35.19407,57.95799
Kalateh-ye Jom`eh,35.32952,57.79711
Kalateh-ye Bayat,35.93827,57.67992
Kalateh-ye Bagh,35.96417,58.40525
Kalateh-ye Fulad,35.36833,58.15
Kalateh-ye Shur,35.16225,58.27809
Jalalabad,35.11091,57.92121
Homa'i,35.76934,57.25175
Halakabad,35.97879,57.59149
Haftkhaneh,35.21123,58.28498
Kalateh-ye Golgir,35.10899,58.33807
Gowft,35.79611,57.42361
Gerazg,35.86655,57.63854
Garmak,35.85593,57.64783
Fazlabad,35.8202,57.32929
Ebrahimabad,35.99389,57.87627
Ebrahimabad,35.25225,57.91632
Deh-e Hoseyni,35.92651,58.25112
Daghi,35.63705,58.19482
Divaneh Khvoy,35.90859,57.68473
Cheshmeh-ye Soleyman,35.3125,57.63267
Chehel Qani,35.56075,57.22083
Chah-e Tangoli,35.92433,58.40966
Chah-e Talkh,35.57143,57.44475
Chah-e Salar,35.89648,58.35181
Chah-e Musa,35.91385,58.32033
Chah-e Zamin,35.88267,58.41009
Chah Majin,35.23091,57.60927
Bornabad,35.38395,57.84499
Bon Jakh,35.75474,57.1893
Bunesh,35.81911,57.58644
Bojdan,35.79861,57.60404
Bezanjerd,35.22528,58.2709
Beyzakh,35.92367,57.6781
Besk,35.9319,57.70505
Benesbard-e Bala,35.74947,57.22959
Belkabad,35.6375,57.12722
Belezqand,35.82334,57.2443
Bargow,35.84193,57.65806
Barazq,35.989,57.73791
Ban Qan,35.89243,57.55315
Baluchkhaneh,35.82759,57.66269
Baghkheyrat,35.94986,57.6699
Bad Ashian,35.93169,57.63858
Ardiz,35.81906,57.68411
Zaherabad,35.15104,57.99608
Hoseynabad-e Saburi,35.96995,57.87882
Hoseynabad,35.21079,58.30365
Hasanabad-e Deh Zamin,35.94634,57.8056
Hasanabad,35.59028,57.96634
Hasanabad,35.14134,57.878
Hatiteh,35.18863,57.88027
`Azizabad,35.91393,57.83948
`Aliabad-e Seyyed Rahim,35.96452,57.82364
`Aliabad,35.984,58.17917
`Aliabadak,35.17376,58.02726
`Abdollahabad,35.09735,57.97556
`Azimabad,35.15521,58.07134
Taq Halva'i,35.7025,57.44583
Sar-e Mazar,35.91417,57.83583
Feyzabad,35.2271,58.44702
Namaksar,35.82306,57.91639
Nakh Bor,35.99167,57.5425
Lala'i,35.76128,57.14127
Kheyrabad,35.79483,57.60387
Karimabad,35.10528,57.89389
Kalateh-ye Sar Ab,35.45306,57.86472
Kalateh-ye Pish Kamar,35.44384,57.86837
Kalateh-ye Now Bahar,35.35528,58.01389
Kalateh-ye Now,35.96864,58.44638
Kalateh-ye Najrud,35.42611,57.87556
Kalateh-ye Chenaran,35.40083,58.1075
Kalaleh,35.58472,58.06833
Gonbad,35.87753,57.83071
Godar,35.23389,57.7725
Garm Ab,35.57261,57.97512
Delbar,35.79823,57.66007
Deh Now,35.2825,58.38667
Chalpu,35.62861,58.48806
Chah-e Khvari,35.88657,58.38777
Chah-e Gowzan,35.97036,58.4368
Amirabad,35.92211,58.19828
`Arab Kuseh,35.92465,58.28632
`Aliabad,35.5475,57.95583
Zendeh Jan,35.25277,58.40614
Tavalla,35.49891,58.49463
Tak Mar,35.20434,58.19814
Shur Ab,35.02461,58.02195
Shekasteh-ye Garab,35.55,57.38333
Shandabad,35.57043,57.29865
Sar Mazdeh,35.25,58.28333
Rud Ab,35.61638,57.30277
Rezqabad,35.88622,58.22754
Rasan,35.15999,57.24362
Mohammad Zurab,35.47095,57.49803
Kharabcheh,35.05352,57.94187
Fathabad,35.42856,57.76788
Kalateh-ye Molla Hasan,35.66307,57.25753
Kalateh-ye Fesad,35.35,58.13333
Kalateh-ye Domang,35.69008,57.26702
Kalateh-ye Hajji Allahyar,35.9439,58.399
Kalateh-ye Hajji Shir Mohammad,35.93713,58.39331
Jonbaz,35.88333,57.83333
Gandir,35.03333,58.46667
Bab ol Hakam,35.24937,57.89679
Do Chahi,35.63296,57.00229
Cheshmeh Sefid,35.41705,57.4934
Cheshmeh Ney,35.41442,57.38564
Cheshmeh Chel,35.39709,57.70914
Chah-e Toroq,35.95868,58.43747
Chah-e Bab-e Bala,35.52694,57.10288
Chah Sukhteh,35.80058,57.99324
Chah-e Shen,35.51047,57.14731
Barq-e Bala,35.21463,57.34
Balajun,35.3,57.55
Bakhtiar,35.49758,58.47738
Abnow,35.3,58.1
Hajjiabad,35.2572,58.3859
`Eshratabad,35.20662,58.39633
`Aliabad-e Bakhtiar,35.49822,58.48176
`Ali Beyg,35.29961,57.75885
Pasgah-e Shekarbani-ye Malekabad,34.48333,52.58333
Shirinabad,34.7124,51.1123
Zanburak,34.4642,51.0393
Yahyaabad-e Bala,34.23258,51.07651
Rijan,34.0441,51.0142
Laran,34.04316,51.02335
Kusanj,34.0002,51.2212
Jushaq,34.03966,51.01785
Ghiasabad-e Bala,34.04348,51.03791
Eqbaliyeh,34.041,51.4307
Dehnow,34.22759,51.39166
Mazra`eh-ye Daneh Gerd,34.2081,51.41
Soltanabad,34.00833,54.4125
Band-e Siah Taq,34.06667,54.85
Hod,34.04361,54.40667
Hoseyn Beyglu,39.02194,47.52361
Lakarabad-e Pa'in,39.0372,47.6139
Salim Aghaj,39.0598,47.5516
Lakarabad-e Bala,39.0278,47.6243
Mollalar,39.0534,47.7322
Tazeh Kand,39.0443,47.7453
Kazbagar Jali,39.02222,47.72806
Hadilu,39.0311,47.7512
Lamunu,39.03194,47.82278
Sari Tappeh,39.01667,47.93333
Shush Tappeh,39.03333,47.93333
Ebrahim Kandi,39.01833,47.94528
Barzand,39.02944,47.95222
Tappeh-ye Sari Guni,39.1,47.86667
Tappeh-ye Mohammad Taqi Kandi,39.1,47.83333
Lak Van,39.1184,47.5308
Abish Ahmad,39.23333,47.53333
Qurtolu Qeshlaq,39.16667,47.58333
Gechi Qeshlaq-e Bala,39.2012,47.5363
Quytul,39.2096,47.5525
Qanbarlu,39.2043,47.5696
Hajji Bahman,39.22917,47.55111
Takah Kandi,39.24306,47.60806
Keram Kandi,39.2189,47.9191
Qotur Bolagh,39.2233,47.9643
Hajj Iman Khan,39.32028,47.94306
Qarah Qeshlaq,39.32611,47.92972
Damirchilu-ye Qeshlaq-e Hajj Majid,39.28333,47.85
Tak Qu'i Qeshlaqi,39.28333,47.65
Idir-e Bala,39.3,47.7
Idir-e Pa'in,39.31667,47.71667
Tak Kandi,39.27194,47.60028
Larijan-e `Olya,39.31667,47.65
Faraj Qeshlaq,39.34028,47.77639
Qeshlaq-e Aji Eshmeh,39.35,47.76667
`Eyn `Ali,39.33333,47.88333
Hajji Moharram,39.33333,47.9
Qeshlaq-e Khalifehlu,39.3684,47.9746
Khalifehlu Kandi,39.3564,47.9982
Qeshlaq-e Hajji Zeynal,39.459,47.8428
Qeshlaq-e Hajji Saram,39.4668,47.8415
Qeshlaq-e Hajj Safar`Ali,39.48333,47.86667
Koreh Qeshlaq-e Hajj Eman `Ali,39.46667,47.8
Koreh Qeshlaq-e Hajj Iman,39.46667,47.81667
Qeshlaq-e Hajji Mahmud,39.4813,47.6658
Qeshlaq-e Hajj Fath`ali,39.5,47.63333
Marta`-e Godaylu,39.43333,47.65
`Omranabad,39.48333,47.6
Aq Gavnakh-e Bala,39.48333,47.58333
Teymur,39.481,47.5658
Bahram Kandi,39.46667,47.53333
Nur Mohammad Kandi,39.4717,47.4921
Sefid Aq Qabaq,39.46667,47.53333
Hajj Nasir,39.48306,47.53861
Surkha Kandi,39.50444,47.55556
Uzun Tappeh-ye `Olya,39.51667,47.6
Hazar Kandi Qeshlaqi,39.51722,47.59444
Deylagarda,39.53333,47.63333
Tupraq Kandi,39.55194,47.66194
Qeshlaq-e Hoseyn Aqa,39.5,47.66667
Ebrahim Kandi-ye Vosta,39.53333,47.78333
Qeshlaq-e Ebrahim,39.5286,47.7963
Qeshlaq-e Luleh Darreh-ye Jamshid,39.53333,47.8
Qeshlaq-e Hajj Hoseyn Khan,39.51667,47.9
Hallajabad,39.5602,47.944
Mahmudabad-e Taleqani,39.55,47.96667
Boyuk Khanlu,39.6473,47.8787
Parya Katli,39.63639,47.83167
Qarah Daghlu,39.6464,47.8561
Chelavdar,39.6,47.78333
Kasihli,39.60722,47.77306
Pareh Vanlu,39.623,47.7926
Ayaz Kandi,39.6318,47.8164
Shahsun,39.63333,47.8
`Arablu Kandi,39.6652,47.9487
Nurabad,39.68333,47.96667
Tazeh Kand-e Kian,39.70389,47.98417
Tappeh Ishi Bala,39.03333,47.18333
Mazra`eh,39.0311,47.2855
Qayah Bash Bayram Khuyeh,39.0347,47.3641
Viravjen,39.0131,47.4114
Quytul,39.0278,47.355
Ziadlu,39.07861,47.39972
Qamshidi,39.0616,47.4784
Shekarlu,39.05361,47.50667
Qanli Quzi,39.13333,47.46667
Genanlu,39.1048,47.1411
Lan Lan-e Bala,39.1012,47.0546
Piranlu,39.14556,47.03583
Eskanlu-ye Pa'in,39.2189,47.0837
Tappeh-e Qeshlaq,39.20667,47.18139
Sari Tappeh,39.2325,47.21194
Hajji `Ali,39.1815,47.39
Hajji Nosrat Qeshlaq,39.23333,47.43333
Qeshlaq-e Hajji Akbar,39.25,47.45
Qariyeh Qeshlaq-e Homaylu,39.28333,47.18333
Guzi `Ali,39.28333,47.16667
Kasehlar-e Bala,39.28333,47.18333
Quyjayq Bozorg,39.28694,47.14222
Shirlu,39.257,47.222
Kadkhodalu-ye Bala,39.2615,47.1138
Quyjaq-e Bala,39.27861,47.13806
Jujukh Marjanli,39.38333,47.33333
Ordugah-e Zemestani,39.41667,47.45
Gurshad Kandi,39.4817,47.5025
Kazmabiteh,39.41667,47.46667
Torbat Kandi,39.53333,47.41667
Qarah Gul,39.43333,47.43333
Yushanlu Sham,39.28333,47.53333
Yeli,39.2177,47.346
Yeli,39.2411,47.3354
Yelsu'i,39.0086,47.7675
Pan Bolagh,39.2205,47.9907
Hushi,39.1135,47.0334
Hamvar Kandi,39.2281,47.974
Homu,39.0211,47.3343
Ham Neshin,39.0354,46.9449
Hamdamlu,39.1803,47.0441
Homan,39.0621,46.8838
Havar Kandi Qeshlaqi,39.56667,47.68333
Hashem,39.1996,47.5458
Vali Beyklu,39.0268,47.5186
Nowlu,39.0208,47.5322
Nurollah Beyglu,39.0155,47.923
Mansurlu,39.0199,47.842
Vali Mamili,39.38333,47.9
Melli Kandi,39.1938,47.7369
Molla Kandi,39.6077,47.9742
Qeshlaq-e Mohammad,39.5117,47.7216
Masjedlu,39.23333,47.43333
Masjed-e Qushi,39.03333,47.76667
Mazd Dahlar,39.36667,47.41667
Mahmud `Alilu,39.2431,47.1859
Mohammadlu,39.264,47.1342
Mohammad Salehu,39.2907,47.1705
Mohammad Taqi,39.0629,47.858
Mahbub Kandi,39.46667,47.51667
Moheblar,39.1707,47.1733
Mota`alleq,39.0316,47.2791
Mahan Khanlu,39.3615,47.9637
Mal Qeshlaq,39.1654,47.609
Luleh Darreh,39.5351,47.7991
Lowtejan,39.0873,47.0689
Lalan-e Pa'ini,39.1071,47.0922
Mohammad Hasani,39.09,47.2091
Gun Gowrmez,39.3217,47.2379
Gushlu,39.6246,47.9887
Gowzalli,39.304,47.509
Garmi,39.0618,47.7385
Gerdvanli,39.0317,47.1388
Gedayli,39.3873,47.4153
Kechi Qeshlaqi,39.3126,47.4601
Kechi Qeshlaqi,39.3184,47.448
Kavahin,39.0386,47.0129
Kohlu,39.2264,47.3734
Kohlu,39.2312,47.4033
Kohl Jik,39.2506,47.2359
Kusalar,39.2024,47.2348
Mehdi Kandi,39.1969,47.7832
Kurlar-e Ahmadi,39.4,47.31667
Kuramalu,39.0757,47.7872
Gav Khalu,39.1544,47.3803
Qarah Qabaq,39.4176,47.3893
Keshish Qeshlaq,39.0443,46.8637
Kerishan,39.1086,46.9568
Karar,39.4036,47.448
Kediku,39.1365,47.1307
Kadkhodalu,39.1097,47.5405
Kaghlu Kowzlu,39.13333,47.28333
Kazluqayah-ye `Olya,39.16667,47.38333
Kargaran,39.0714,46.9778
Kabol,39.152,47.0483
Qayah Debi,39.0209,47.3691
Qayah Bashi,39.1101,47.2183
Qusheh Bolagh,39.0757,47.2951
Qush Qayah,39.1214,47.3561
Qowsha Qeshlaq,39.36667,47.73333
Quri Chay,39.4919,47.5225
Qeshlaq-e Quri Chay Bashi,39.2988,47.7001
Qeshlaq-e Quri Chay,39.3174,47.623
Qoli Beyglu-ye Vasat,39.3971,47.3521
Qoli Beyglu-ye Bala,39.3913,47.3417
Qoli Beyglu-ye Pa'in,39.4055,47.3586
Qoli Beyg,39.127,47.8515
Qalyan Saz,39.0336,47.1966
Qalamu,39.0485,47.067
Qal`eh Guney,39.08583,46.99472
Qal`eh Barzand,39.0027,47.9155
Qaturlar,39.1882,47.1992
Qatar Qayah,39.0727,47.8208
Qatar Qeshlaq,39.0709,47.848
Harna,39.1123,47.4322
Najaf,39.0815,47.396
Qeshlaq-e Mirzeh,39.4516,47.6522
Qeshlaq-e Mehrvarz,39.41667,47.68333
Qeshlaq-e Malek,39.5182,47.7437
Qeshlaq-e Moqaddam,39.3308,47.376
Qeshlaq-e Moghanlu-ye Baqer Sofla,39.38333,47.9
Qeshlaq-e Moghanlu,39.4872,47.7653
Qeshlaq-e Madadlu,39.3164,47.3581
Qeshlaq-e Moharram,39.41667,47.66667
Qeshlaq-e Owrtadagh,39.2916,47.8852
Qeshlaq-e Gol Ahmad-e Sarvi,39.45,47.63333
Qeshlaq-e Hajji Kuja Khan,39.4228,47.6197
Qeshlaq-e Karpichlu-ye Chitdarraq-e Hajj Hemmat,39.23333,47.76667
Qeshlaq-e Karpichlu,39.21667,47.75
Gazli,39.1725,47.4084
Qeshlaq-e Qarah Qayah,39.05,47.61667
Qeshlaq-e Qarah Tappeh,39.4,47.7
Qeshlaq-e Qapancheh,39.0822,47.5356
Qeshlaq-e Qaneh,39.0976,47.4954
Qeshlaq-e Qashqa Hashem,39.25,47.76667
Qeshlaq-e Farajollah,39.38333,47.6
Qeshlaq-e Shah Khanom,39.3742,47.741
Qeshlaq-e Seyyedlar-e Musa,39.21667,47.71667
Qeshlaq-e Seyyedlar-e Ma`sum,39.23333,47.71667
Qeshlaq-e Seyyedlar-e Hajji Asghar,39.23333,47.71667
Qeshlaq-e Sariquya,39.26667,47.63333
Qeshlaq-e Zeynali-ye Vakil,39.45,47.83333
Darjin,39.1137,47.4656
Khanlu,39.1345,47.4496
Qeshlaq-e Khan `Ali,39.3895,47.8903
Qeshlaq-e Khan Aqa Sarvi,39.45,47.66667
Qeshlaq-e Hoseyn Sobhani,39.38333,47.6
Qeshlaq-e Hoseyn Aqa Narimani,39.38333,47.8
Qeshlaq-e Hasan`ali Aq Bash,39.38333,47.71667
Qeshlaq-e Hozilu,39.43333,47.58333
Qeshlaq-e Hajji Hashem,39.3944,47.8121
Qeshlaq-e Hajji Hashem-e Arshad,39.41667,47.78333
Qeshlaq-e Hajji Farman,39.4225,47.6417
Qeshlaq-e Hajji `Abbas,39.2231,47.5668
Qeshlaq-e Hajji Savat,39.4175,47.6611
Qeshlaq-e Hajji Saddar,39.4417,47.8459
Qeshlaq-e Hajji Saddar,39.4281,47.8186
Qeshlaq-e Hajji Saddar,39.4244,47.8194
Qeshlaq-e Hajji Khan Galdi,39.4953,47.9129
Qeshlaq-e Hajji Hasan,39.4938,47.6393
Qeshlaq-e Hajji Hasan,39.53333,47.8
Qeshlaq-e Hajji Pasha Khan,39.4221,47.6345
Qeshlaq-e Hajji Papur,39.11667,47.68333
Qeshlaq-e Hajji Bish,39.4672,47.9095
Qeshlaq-e Hajji Bakhtiar,39.4452,47.8876
Qeshlaq-e Hajji Bakhtiar,39.4602,47.8979
Hajji Bayandor,39.4337,47.5867
Qeshlaq-e Hajji Bala Khan,39.5003,47.8221
Qeshlaq-e Musa Khan,39.5182,47.9262
Qeshlaq-e Hajj Kamran,39.5,47.88333
Qeshlaq-e Hajj Gholam,39.4,47.55
Qeshlaq-e Hajj `Ali-ye Qadir,39.25,47.83333
Qeshlaq-e Hajj `Ali Barat,39.25,47.83333
Qeshlaq-e Hajj Taleb,39.4,47.53333
Qeshlaq-e Hajj Shirin Arshad,39.5,47.78333
Qeshlaq-e Hajj Rahim,39.2985,47.8468
Qeshlaq-e Chenar,39.198,47.675
Qeshlaq-e Cherteqlu,39.15,47.75
Jiq Jiq,39.1647,47.2924
Qeshlaq-e Jamshid-e Mehrvarz,39.43333,47.65
Jeda Qeshlaq,39.1081,47.7821
Qeshlaq-e Tumar Moharram,39.4,47.83333
Tumar,39.2008,47.8641
Qeshlaq-e Tumar,39.2329,47.8624
Qeshlaq-e Takqu'i-ye Qarah Piran-e Hazrat-e Qoli,39.3,47.65
Qeshlaq-e Torehchi,39.35,47.66667
Qeshlaq-e Bakhsh`ali,39.11667,47.75
Qeshlaq-e Ayaz-e Sarvi,39.43333,47.66667
Qeshlaq-e Anjirlu,39.03333,47.58333
Qeshlaq-e Amir Khani,39.5169,47.9318
Qeshlaq Amir Khanlu-ye Qarah Saqqal,39.51667,47.93333
Qeshlaq Amir Khanlu-ye Hajj Shakar,39.51667,47.95
Qeshlaq Amir Khanlu-ye Hajj Tapduq,39.51667,47.93333
Qeshlaq Amir Khanlu-ye Pol-e Rahman,39.5,47.95
Ozbak,39.231,47.274
Qeshlaq-e Ahmadi,39.3993,47.5034
Qeshlaq-e Ahmad Khan,39.3014,47.9051
Qeshlaq-e Aq Daq,39.3503,47.6908
Aghlaqan,39.1597,47.4809
Qeshlaq-e Aji Eshmeh-ye Nurahmad,39.36667,47.78333
Qeshlaq-e Aji Eshmeh-ye Hoseyn Aqa,39.35,47.78333
Qezel Yal,39.1362,47.0923
Qarah Qayah,39.1294,47.3357
Qarah Qayah,39.1816,47.311
Qarah Qabaq-e Sofla,39.43333,47.4
Qarah Baghlu,39.0979,47.3502
Owrta Qarah Darreh,39.1699,47.4473
Bash Qarah Darreh,39.1515,47.4498
