name,latitude,longitude
Gaz Māhū,26.55967,58.65483
Gaz Lūrī,30.0332,50.3351
Gezelī-ye ‘Olyā,30.8678,49.3199
Gazleh,33.5775,48.2891
Gaz Kūh,37.24369,58.38613
Gāz Kohan,31.4677,56.34845
Gāz Kahan,31.45,56.36667
Gāzīzāt,31.29969,54.08299
Gāvzalak,31.785,50.37
Gazīn,31.5573,49.3861
Gazīn,29.02667,58.00083
Gazīk,33.02612,59.45988
Gazīdarī-ye ‘Olyā,32.08218,59.61913
Kadābcheh,32.3745,53.5959
Gīzī,36.3845,59.6041
Gazī,26.07189,57.23119
Gazgīsheh,37.3783,49.4986
Gazgazār-e Pā’īn,35.1673,47.1936
Gazgazār-e Bālā,35.1837,47.1832
Gar Gaz,27.45057,59.52866
Gazestān,33.2862,52.4806
Gazestān,32.11194,50.11667
Gazestān,31.70924,55.90251
Gazestān,31.40973,49.94814
Gāzer Sang,35.99968,50.53803
Gāzer Khānī,34.9739,46.6687
Gāzerān,34.575,49.61774
Gāzerān,34.3435,49.2501
Gazneshk,33.82564,58.72968
Gāzeh,33.2397,48.8623
Gaz Gāvīān,28.632,54.6206
Gazdān,31.49963,56.18017
Gazdān,27.7087,53.7628
Gazechīn,31.78132,55.99522
Gazbū,33.94628,58.53263
Gāzbor,28.11446,58.88765
Gaz Boland,30.2086,55.5511
Gazbāshī-ye Soflá,37.7678,56.4379
Barmakān,31.5082,49.4417
Gazbān,31.53333,56.26667
Gazāvand,35.0101,49.6605
Gāzār,33.30439,59.4136
Gazān Khodāst,28.61038,59.03973
Magdū,27.8509,51.7598
Gazān-e Pā’īn,35.5649,47.0627
Gazāneh,35.91618,52.21176
Gazān-e Bālā,35.6069,47.0341
Gazān Bezīn,26.3417,57.2867
Gazanak,35.90364,52.22517
Kalāt-e Now,32.77031,59.36345
Gazān,32.2054,59.5026
Gezālī,30.1997,49.6692
Gezak,30.0618,52.4709
Gazk,30.66126,57.26969
Gazak,29.6704,57.3779
Gazak,26.06045,59.40927
Gazābād,28.6429,57.7898
Gaz-e Gharbī,36.74064,53.9594
Mazra‘eh-ye Gaz,33.16396,59.64405
Gaz,32.59541,59.35014
Gāygān,33.39167,49.85278
Gāv Zard,29.9689,50.3836
Goozalan,38.93084,47.24234
Gāvzalak,31.78333,50.1
Gāv Tūt,31.93966,50.63487
Gāvternā,36.54057,59.23684
Gāv Sūr,34.1583,46.3098
Gāv Sefīd-e Shomālī,29.5996,50.6923
Gāv Sefīd-e Kūchek,29.60083,50.69972
Gāv Sefīd-e Jonūbī,29.6,50.7028
Gāv Sefīd-e Bozorg,29.5852,50.6961
Gāv Savār,35.4877,48.812
Gāv Sar,33.0885,49.1964
Gaurawani,33.9327,46.7629
Gāv Pīāzī,30.18763,51.59639
Gavog,26.22347,58.31918
Gāv Mūrlā,30.99217,50.59322
Gāv Mordeh,27.3039,56.7942
Do Shākh,29.54882,53.43068
Jamālābād,31.2204,48.73042
Sang-e Sīāh,26.8993,55.3123
Gāv Mīr-e Soflá,33.7969,48.9277
Gāv Mīr-e ‘Olyā,33.7929,48.939
Gāvkoshan-e Vasaţ,33.9955,48.0783
Gāvkoshan-e Pā’īn,33.98813,48.06828
Gāvkoshan-e Bālā,33.9945,48.0887
Gāv Kosheh,33.4701,49.1759
Gāv Koshak-e ‘Olyā,29.64508,51.8124
Gāvkarān,34.4869,48.1201
Gāvkol-e Soflá,34.4334,47.5731
Gāvkhosb,37.1183,48.7423
Gāv Khosb,36.88714,49.53303
Gāv Khāneh,34.67139,48.91306
Gāv Khāneh,34.14808,49.72555
Gāv Jelow,34.4775,49.3168
Gāvīneh Rūd,37.567,47.5484
Gavīleh,35.6849,46.3286
Gavāleh Kalāsh,34.9147,46.222
Shahīdābād,35.5232,49.2859
Gavīgān,29.0725,57.77139
Gavīeh,36.86667,59.4
Qal‘eh-ye Gāv Godār,34.1088,49.3607
Gūgān,37.7831,45.904
Gāv Dūsheh,35.57258,59.89181
Gavādar,36.3428,49.1423
Gāv Darreh,35.4974,46.8178
Changīyeh,33.5693,46.4947
Gāvdārān,32.1462,49.0719
Gāvdār,29.86631,50.29037
Gāv Dāneh Zār,35.6031,47.3983
Gāv Dāneh,31.00111,50.8325
Gāvbār-e Soflá,33.61551,49.51754
Gāvbār-e ‘Olyā,33.64255,49.52566
Gāv Bāzeh,35.692,48.0777
Gāv Bāzeh,34.10833,48.09064
Gāvbandī,27.2083,53.0361
Gāv Bandī,25.81512,57.50497
Gāv Bandeh,34.4002,47.0604
Govāz,35.1098,46.6555
Gavāreshgān,36.88477,58.94286
Govāreshk,36.57193,59.50362
Gavār,33.96724,49.66002
Gavanlū,35.5599,48.9818
Gavānleh,34.7115,48.144
Yavony,37.5595,48.0305
Govenī,34.0568,47.2515
Gavanestān,33.93988,48.97575
Gavan Darreh,36.1514,48.6271
Gavandak,35.7717,47.374
Govāng,26.79875,59.31714
Gavanaj,36.4716,49.3085
Gowā,25.90722,58.43861
Gow Ālī,36.514,48.6037
Gāvkān,29.6092,53.1498
Gāvak,32.79111,59.58611
Tang-e Gāv,29.41408,51.92113
Gotvand,32.24674,48.81335
Gatgūyeh,30.80114,56.70186
Gatī,26.3576,59.8504
Gatī-ye Bālā,26.36111,59.83583
Goţeysh,31.9554,48.5599
Gatī,25.55,58.98306
Gotag Sar,37.6862,49.032
S̄ārollāh,32.4679,47.7607
Gattān-e Nābī,25.9891,57.294
Gask,33.03877,59.70496
Gashān,27.37909,54.90029
Geshūlīk,27.18583,57.8225
Gasht-e Rūdkhān,37.1322,49.2004
Gasht,37.1719,49.2777
Gūshnūyeh,28.5491,55.7166
Gashnerūd,36.56972,49.92929
Gāsh,27.5543,56.4317
Gashmī,25.61655,58.68214
Jeshūqān,32.6925,52.7297
Gashkhalīr,31.71667,59.96667
Geshī,28.77057,51.46362
Geshī,28.04921,51.79904
Gashānī,34.66069,48.39129
Gashān,33.07503,49.57865
Gashak,29.88333,52.92028
Sar Kamar,27.4847,56.8105
Gasgarī Maḩalleh,37.11707,50.3289
Gaskareh,37.1874,49.2024
Kolhīman,26.70639,59.44944
Gāsh,36.89376,59.25048
Garvar,36.4107,45.4376
Garūs-e Soflá,34.3836,47.7635
Garūs,30.36617,51.11933
Garūk,25.8625,57.42472
Garak-e Pā’īn,25.8646,57.4283
Garak-e Bālā,25.8842,57.4224
Gorūg,30.76263,57.05191
Garūk,26.70444,59.04778
Garūk,26.5892,57.093
Kovag,28.91441,58.12952
Gartomb,27.41833,56.55833
Gettī,25.59867,58.94925
Qareh Şadaf,34.3575,45.54833
Garrūs,38.30623,46.03206
Garīsān,33.45056,48.29699
Garrāb,32.0085,48.942
Gar Qāsem,30.28333,51.46667
Garpāch,30.23556,52.35583
Garow,32.07821,59.37254
Garneh,36.341,48.1307
Garnāveh Shūr,37.25028,59.42778
Garmūt-e Mīrzā Khān,33.71833,47.85722
Mazra‘eh-ye Garmūk,33.02951,59.40751
Garmūk,31.3889,51.72706
Āb Garmū,30.15244,51.40741
Garmsār,35.21824,52.34085
Garmasht,28.003,52.7333
Garman Āb,38.9389,46.7989
Garm Khāneh,37.544,48.4067
Garm Khān,37.52918,57.47945
Garrmīsh,30.20419,51.30723
Cheshmeh Garmīdar,33.01687,59.38222
Garmīānak,34.2783,47.4306
Germī,39.0215,48.0801
Garmez-e ‘Olyā,30.5269,50.3665
Garmestān,36.4247,53.15517
Garm-e Soflá,28.42854,58.13336
Garmeh,37.1484,57.34351
Garmeh,36.987,56.28942
Garmeh,36.51356,59.46497
Garmeh,33.52589,55.03971
Garmeh,30.78712,48.6423
Garmeh,30.5156,52.0843
Garmdarreh,32.68857,50.81653
Garmāb Shāh,31.02701,50.18301
Garmāsh,35.3307,46.8434
German,36.62561,55.05644
Garmak,37.29507,56.93911
Garmābsard,35.46811,52.35197
Garmāb-e Pā’īn,35.34682,56.89456
Garmābdar,35.9883,51.6318
Garmābād,31.76434,51.48774
Garmāb,37.73702,56.32634
Garmāb,36.23753,58.43024
Garmāb,36.05112,51.31317
Garm Āb,35.8486,48.1953
Garmāb,35.70606,59.24145
Garm Āb,35.6,53.68333
Garmāb,34.5805,47.1776
Garmāb,34.3956,49.0583
Garmāb,33.88178,59.70476
Garm,32.89611,49.04139
Garm-e ‘Olyā,28.43213,58.14935
Garkūshk,30.51167,51.27611
Garkū’īyeh,28.345,57.70917
Garkū,28.34639,57.7125
Garkarūd,37.02768,50.23257
Gar Khazīneh,33.48972,48.24028
Garagān,25.71637,59.29204
Gar Kadū,30.06157,51.87835
Gerī Sheykh,27.1259,55.7182
Gereyneh,36.1121,59.16
Keremgān,36.66667,59.16611
Garhīni,26.7,54.43333
Gargūr,28.8712,51.0472
Gargūl-e Pā’īn,36.7917,45.4507
Gorgeh Choqā,34.4296,46.9095
Gargar-e Soflá,38.82835,45.66045
Gor Gor-e ‘Olyā,30.77548,48.97194
Garfam,37.33316,49.63315
Gārestāneh,26.75831,54.68342
Garkān-e Pā’īn,33.907,48.2602
Garkān-e Bālā,33.9145,48.26
Gārījgān,32.59497,58.93366
Garah Zū,37.39185,57.88579
Gareh Choqā,34.3394,48.0993
Machak,26.38715,59.76711
Gerd Rowch,30.93917,50.27194
Gardīālū,27.7999,57.5359
Garderīg,27.1321,59.48742
Gerdekān-e Aḩmadī,27.8296,56.7578
Gardangāh,31.05731,50.69434
Gardān,27.19417,55.68722
Garbāsdeh,37.2694,49.79931
Garband,27.22226,56.00914
Gārāzh,33.64196,48.90112
Gārāzh,33.299,48.4554
Garrāveh-ye Yek,34.43771,45.63031
Garāvand-e ‘Olyā,31.60043,49.77481
Garāvand-e Gholām Ḩoseyn,31.62139,49.76806
Gerāvand-e Khāleşeh,34.4473,46.9586
Garāvand,33.917,46.7734
Garātī,36.87267,57.52408
Garangān,34.47608,50.41354
Garang,28.78333,56.81667
Gerākū’īyeh,31.43135,56.1344
Karkān-e Pā’īn,34.41509,49.53124
Karkān-e Bālā,34.41047,49.52448
Garakān,34.55107,49.9623
Gerā’īyeh,31.2462,49.086
Garā’īk,26.4805,57.2857
Gara”ī,28.28333,58.95
Gorkīn,36.433,49.9699
Garāchoqā,35.7629,47.7817
Garachoqā,34.85597,48.51928
Garāveh,35.0765,47.0324
Naşrābād,34.2759,48.6795
Garāb,36.48333,54.75
Garāb,33.4851,48.4899
Garāb,33.4737,47.2367
Pākal Garāb,33.45627,46.74698
Garāb,31.16389,50.44338
Kanz Rūd,38.9128,46.6515
Ganz̄ar,37.32554,49.05477
Kanzaq,38.1473,48.1119
Ganklīk,37.01667,54.03333
Kanakh,26.9031,55.3877
Ganj Tappeh,34.9332,48.4637
Ganjīneh,33.7598,48.7774
Gonjī,25.7578,59.21391
Ganjgāh,37.7085,48.2581
Kalāteh-ye Ganjīnān,32.1992,59.51616
Ganjeh Sarīz,30.76017,51.5334
Ganjeh’ī-ye Kohneh,30.74189,51.55302
Ganjeh,36.8594,49.457
Ganjeh,33.63625,49.50138
Ganjeh,33.4067,46.8272
Ganjeh,33.02509,50.33361
Ganjeh’ī,29.81262,51.56868
Ganjegān,30.91887,51.70812
Ganjeh Gūn,30.254,50.3307
Qal‘eh Kanjavān,34.1515,47.4835
Ganjak Novālak,25.76667,59.2
Gojag-e ‘Alīābād,26.9289,57.2467
Ganjak,30.23222,53.20639
Ganjak,25.75708,59.19335
Ganjābād,36.5847,47.4791
Ganjābād,31.36835,49.77843
Ganjābād,28.2952,57.6673
Ganjābād,27.886,57.9027
Sar Meydān,26.91666,58.68917
Ganjāb,34.4527,48.9872
Ganj,31.37592,51.21322
Ganj,28.1694,55.7277
Gangolābād,38.5552,46.8052
Gengerej Kolā,36.19568,52.46128
Pāzard,25.86528,57.51472
Gangachīn,37.7559,44.6563
Gondehjīn,34.90668,48.25671
Ganehdār,36.5343,45.7279
Gandom Zār,27.96073,52.17575
Gandom Rīz,29.1384,51.1586
Gandom Kār,31.81421,50.56711
Gandomīneh,33.35391,49.89531
Gandomī,26.6412,57.1497
Jībvand-e Gandom Bān,34.0581,48.12333
Gandomān,35.1865,46.9332
Gandomān,31.86509,51.15487
Gandomakān,27.88944,59.82611
Gandomābād,37.165,48.8565
Gondakān,32.57136,59.96778
Gendīzār,30.95083,51.27361
Gondeh Jīn,35.1616,48.7059
Gandāveh,31.79774,49.80781
Gondal Gīlān,33.96445,48.7474
Gandāb-e Pā’īn,35.0874,48.1202
Gandābeh,33.4197,48.5542
Gandāb-e Bālā,35.0695,48.1601
Gandāb,35.4731,47.2985
Chandāb,35.4246,51.9353
Gonbad Āb,34.8556,46.3365
Gandāb,33.9776,48.7509
Gandāb,33.4768,49.238
Gandāb,33.27389,50.39139
Gandāb,31.30363,51.13535
Gonchūbeh,38.7505,47.5634
Gandābeh,33.58885,48.35972
Gonāveh,30.4539,50.8361
Bandar-e Ganāveh,29.5791,50.517
Varvandī,33.6286,48.5376
Genā’ī,26.8947,55.351
Ganabī,27.94722,51.95972
Kamīrdar,36.4918,59.6826
Gamrūy,36.82472,57.78278
Gāmīzaj-e Soflá,34.1526,47.0066
Gāmīzaj-e ‘Olya,34.1358,47.0453
Gamīchī,37.7636,45.5086
Gameshk,31.73267,59.81464
Gambū‘eh-ye Bozorg,31.3884,48.5256
Gombakān,30.0824,53.2424
Sohran,34.03452,48.48129
Kamāsā,34.2304,49.0874
Gomān,36.8652,48.6737
Galyan,36.74389,50.5925
Galūzeh,33.014,46.8939
Galūyak,31.749,53.6864
Kolūshjerd,34.3661,48.79
Galū Sālār,30.4266,56.4577
Mazra‘eh-ye Golī Monān,29.21256,57.1097
Galū Gerd,31.91626,50.85748
Galūgāh-e Āsīyeh,34.01667,59.75
Galūgāh,37.50631,49.33636
Galūgāh,36.72734,53.80888
Galūgāh,36.31048,52.62621
Galeh Gāh,28.00839,55.61347
Kolūchān,27.6893,56.5595
Gāl,38.6066,46.4352
Gol Malek,27.36847,56.5481
Galleh Zanī,27.96566,51.79892
Galleh Zan,30.2044,52.6007
Gol Kūshgak,32.41049,50.17061
Gallehvand,33.162,49.70394
Galehbān,38.5245,45.5394
Galeh,33.6806,49.3986
Galīn Qeshlāq,37.9254,48.4079
Galīn Qayah,38.676,45.5933
Gālīkesh,37.27191,55.43245
Galīāneh-ye ‘Alī Bāqer,33.84801,47.13739
Galgūn,29.93259,51.59606
Gālesh Zamīn,37.064,49.892
Gālesh Kheyl,37.37694,49.54167
Kalvarz,36.8343,49.4543
Galleh Dār,30.3692,53.397
Galleh Dār,27.6595,52.6575
Galdīān,36.8021,49.4307
Gallovīj,34.7429,47.4598
Galand Rūd,36.44555,51.90733
Galand,37.03326,55.03097
Galālī,34.9773,47.9154
Gākīyeh,34.575,46.9612
Gākīyeh,34.3199,47.2185
Gajīn,37.6913,47.0695
Govājag-e Pāpar,27.6476,56.7277
Gājereh,36.06186,51.39173
Bālā Gojag,26.9756,57.2539
Gāhīdar,35.0857,47.1625
Gahvāreh,34.34412,46.41718
Gahū’īyeh,29.40501,57.41309
Garmhargī,26.4685,59.1337
Gah Mū’ī,27.7375,57.50028
Gahkom,28.1791,55.8255
Gāhī,28.5462,51.0883
Gāhen,30.73626,48.81016
Gehdīj,29.9126,56.0808
Kahaq,37.4821,46.2237
Gāh,36.83404,59.29981
Gāgal,35.6359,46.1994
Gadūk,35.82361,52.90889
Gadūgānlū,37.52575,58.07241
Gajū’ī,26.04316,59.46972
Gādmeh Gater,36.0802,47.31
Gadbak,29.3528,57.3718
Gādīj,29.99592,55.81159
Ghadīr Rapak,26.2752,59.394
Gadmeh,33.8211,46.49918
Gadāmak,26.66045,58.96126
Gach Vār,32.0976,49.403
Gachūz,32.28333,49.95
Gach Sar,36.10361,51.30472
Gachsar,30.77376,51.48079
Gachsar,30.71667,51.51667
Gachgān,31.95841,49.9479
Gachīn-e Pā’īn,27.0921,55.8893
Gachīneh,26.79218,57.06378
Gachī Gerd,35.3964,47.5922
Kāchī,32.746,52.9758
Gochī,32.3985,49.71343
Gachī,29.4974,52.5608
Gachī,25.93937,58.91097
Gachgarān,30.08614,51.53506
Gachgarān,29.74821,51.57266
Gach-e Soflá,30.6875,57.08639
Gach-e ‘Olyā,30.67765,57.09394
Gach-e Dam Āb,31.78333,49.43333
Gachī,31.0426,50.58169
Gachlū,33.7284,49.2489
Gāch,35.92471,57.69886
Gābrīk,25.72111,58.46139
Jowrān,30.95845,56.74149
Gabrābād,36.99003,58.55654
Gabrābād,33.78333,51.5
Gabībeh,31.6,49.2
Kabgān,33.23576,48.25895
Kabārū,29.1051,57.9401
Fūshāzdeh,37.32446,50.05275
Fūr Khorj,27.763,56.4224
Fūr Khāş,33.09191,59.6604
Fūrg,32.84509,59.94962
Fūrjān,33.4173,59.45831
Fūrān,34.4829,49.0865
Fūmestān,27.232,53.0338
Fūlak,32.94389,46.9925
Fūlād Maḩalleh,36.0612,53.70556
Ebrāhīmābād,35.5308,50.5325
Kalāteh-ye Fūlād-e Bālā,32.23477,59.39355
Fūjerd,36.95,54.51667
Fūdenjān,34.3884,58.37758
Fūdāch,32.81898,59.27721
Foẕeylī,32.25277,48.54964
Fūman,37.224,49.3125
Fūjerd,34.56833,50.14026
Fotūḩābād,30.1317,52.5639
Fotuh Abad Korbal,29.6123,52.988
Foshtom,37.28,49.866
Foshtanq,36.30238,57.36035
Forūzān,31.62056,49.09889
Forūzān,28.40667,56.43111
Forūmad,36.51297,56.75201
Forsheh,35.27323,58.75
Forāt,35.92597,54.31348
Fīzīk,32.98138,59.66747
Fīshvar,27.7976,53.6849
Fīsherābād,35.66667,51.43333
Fīrūzkūh,35.75674,52.77062
Pā’īn Maḩalleh-ye Fīrūz Kandeh,36.6468,53.07677
Bālā Maḩalleh-ye Fīrūz Kandeh,36.6375,53.07258
Fīrūz Kolā-ye Bālā,36.37077,51.7984
Fīrūzī,31.0558,52.7436
Fīrūzī,30.44181,53.27491
Firoozi Marvdasht,29.9283,52.8336
Firuzi Korbal,29.6778,52.9518
Fīrūzeh,37.53426,57.97365
Fīrūzeh,37.35583,57.24667
Fīrūzeh,29.4741,55.5431
Fīrūz,28.92444,53.63056
Fīrūzābād-e Pā’īn,34.347,48.0963
Fīrūzābād,34.0636,47.2391
Fīrūzābād-e Kūchak,34.4566,48.006
Fīrūzābād-e Bozorg,34.445,48.0095
Fīrūzābād-e Bālā,34.3602,48.1159
Fīrūzābād,33.8978,48.1042
Fīrūzābād,37.5873,48.2283
Fīrūzābād,37.40992,57.79663
Kalāteh-ye Fīrūzābād,37.12388,58.37471
Fīrūzābād,37.03259,57.45003
Fīrūzābād,36.64565,59.68449
Fīrūzābād-e Bālā,36.50767,56.63096
Fīrūzābād,36.35664,51.36642
Fīrūzābād,35.96727,54.17019
Fīrūzābād,35.9027,50.664
Fīrūzābād,35.5609,47.7694
Fīrūzābād,35.5453,51.4844
Fīrūzābād,35.12883,57.95483
Pīrūzābād,34.6941,49.0943
Fīrūzābād,34.64472,47.16278
Fīrūzābād,34.34389,48.12778
Fīrūzābād,34.2403,48.6753
Fīrūzābād,34.1553,46.3918
Fīrūzābād,33.75826,59.21091
Fīrūzābād,33.63389,50.06
Fīrūzābād,33.53657,56.90942
Firooz Abad,33.17521,49.69844
Fīrūzābād,33.1,46.11667
Firooz Abad,32.28395,48.60249
Maḩalleh-ye Fīrūzābād,32.23235,54.02498
Firooz Abad,32.1423,59.8636
Maḩalleh-ye Fīrūzābād,32.01353,54.21112
Fīrūzābād,31.47216,55.98572
Firuz Abad Abarghoo,31.18736,53.20837
Fīrūzābād,29.59139,55.90243
Fīrūzābād,28.8438,52.5707
Fīrūraq,38.58,44.8359
Fīreh,35.94123,52.24481
Fīn-e Kūchek,33.9489,51.3824
Fīn-e Bozorg,33.9551,51.4155
Fīn,33.51373,49.52504
Fīn,27.63171,55.89187
Fīlshūr,35.8668,57.36688
Fīlīān-e Qā’em Maqām,36.52576,59.42315
Feylī,30.4335,49.6947
Fīlgāh,30.66785,50.51006
Fīlestān,35.4337,51.6669
Fīleh Varīn,36.4149,49.2472
Fīleh Khāşşeh,37.0726,48.0383
Felīdeh,36.8215,49.3885
Fīlband,36.15322,52.52872
Fīlākhoş,33.52678,50.48971
Fīlābād,32.30253,50.49722
Fīlāb,37.1381,58.42632
Fīlā,32.9,49.03333
Fīqān,33.29103,49.73538
Fīdūyeh,28.0088,52.7999
Feyāl,33.8966,48.7103
Feyẕī Ḩasan,33.64771,50.00384
Fezyāneh-ye Soflá,33.67278,49.25444
Feyẕābād-e Ḩājj Kāz̧em,32.9035,52.7165
Feyẕābād,31.1746,53.3627
Feyẕābād,37.29149,58.14457
Feyẕābād,36.8568,54.49706
Feyẕābād,36.6849,59.11889
Feyẕābād,36.33026,58.75655
Feyẕābād,36.29251,58.20201
Feyẕābād,36.18151,57.27257
Feyẕābād,35.88013,59.80452
Feyẕābād,35.83626,53.88164
Feyẕābād,35.1337,48.9033
Feyẕābād,35.01444,58.78005
Feyẕābād,34.8587,50.7103
Feyẕābād,34.4684,49.92327
Feyẕābād,33.8355,48.1969
Feyẕābād,33.38902,59.25271
Feyẕābād,32.834,52.9662
Feyzābād,32.71667,52.8
Feyẕābād,32.21215,58.93412
Feyẕābād,31.8414,52.6081
Feyẕābād,31.7079,53.9931
Feyẕābād,31.54274,51.13348
Feyẕābād,31.34597,56.49406
Feyẕābād,31.0295,52.8666
Feyẕābād,30.74581,55.88667
Feyẕābād,30.3731,56.0252
Feyẕābād,30.3741,57.5431
Feyẕābād,29.645,52.968
Feiz Abad,29.5859,57.5352
Feyẕābād,28.6816,54.3081
Qobāzmān,34.13119,48.39641
Feţr,36.53053,49.90735
Feshkūr,36.35761,51.20092
Feshkecheh,37.30284,49.72107
Feshār,29.7507,53.299
Feshān,28.9182,53.2443
Fesqandes,37.9143,46.1401
Fesendūz,37.109,45.8639
Shahrak-e Ferūnābād,35.5156,51.6232
Ferīch,30.1335,49.6442
Ferezq,35.31478,59.21974
Fareydūnshahr,32.94098,50.121
Fereydūnkenār,36.68642,52.52255
Fereydūnī,31.68277,49.80203
Fereydūn,35.9102,48.0756
Fereydūn,34.12139,47.80167
Fereydūn,32.2403,59.6468
Fereydūn,29.8246,55.8942
Fereshteh Jān,28.2181,53.9378
Ferdowsīyeh-ye Āzādegān,30.52541,56.05596
Ferdowsī,31.4,55.95
Ferdows,34.0185,58.17222
Ferdowsīd,28.93211,58.76318
Ferdows,28.6839,57.1627
Farān,32.9904,52.6252
Fenjān,30.3891,53.4899
Fe‘līyeh,30.4514,48.1289
Falihi,31.5799,48.9537
Felārg,33.09207,59.37099
Fekrābād,29.2168,57.6646
Fāshkūyeh,28.7964,53.7593
Fedeshk,32.75902,58.83586
Faẕleh,31.2037,49.0103
Faẕlābād,34.7274,49.3892
Fazlābād,33.6,49.96667
Fāẕel Mand,34.88327,59.36135
Fāzelīyeh,31.57994,55.39854
Fāẕelābād,36.89829,54.74962
Fāẕelābād,36.6064,58.49093
Fāẕelābād,33.216,47.2762
Fāzān Beyg,37.31139,59.26667
Fāzan,33.2446,52.9041
Fāz,36.4776,59.6722
Olfāy-e ‘Alāvoneh,31.5514,48.4382
Fāy-e Seyyed Moḩammad,31.1184,49.1313
Fāvīān,33.54083,50.39783
Fatūyeh,27.33084,54.40998
Fatḩābād,31.7919,49.3826
Fatīdeh,37.18655,50.21622
Kalāteh-ye Fatḩ Elahī,32.67357,59.59046
Fatḩābād,30.86559,56.3009
Fatḩābād,31.00887,56.64373
Fatḩābād,33.4732,48.6499
Fatḩābād,30.72855,56.64202
Kalāteh-ye Gorghā,36.58672,59.36383
Rīg Sefīd,33.47634,48.65198
Fatḩābād,38.0132,46.3943
Fatḩābād,36.76667,56.73333
Kūy-e Fatḩābād,36.33574,59.57745
Fatḩābād,36.08565,58.82367
Fatḩābād,36.02212,58.5675
Fatḩābād,35.8389,47.9974
Fatḩābād,35.05211,59.68725
Fatḩābād,34.7211,49.3658
Fatḩābād,34.47636,48.33426
Fatḩābād,34.32455,49.66486
Fatḩābād,34.17598,56.92867
Fatḩābād,34.11759,58.38656
Fatḩābād,34.0402,48.6046
Fatḩābād,33.96204,58.73055
Fatḩābād,33.84631,48.25727
Fatḩābād,33.5971,57.38023
Fatḩābād,32.35095,50.68943
Fatḩābād,31.34185,56.0145
Fatḩābād,30.3236,55.1199
Fatḩābād,30.10472,54.39361
Fatḩābād,29.7424,51.53485
Fatḩābād,29.416,55.5243
Fatḩābād,29.31092,54.4239
Fatḩābād,29.2725,52.6521
Fatḩābād,28.8173,53.3362
Fatḩābād,28.6599,57.151
Fatḩābād,28.5924,54.7526
Shahrak-e Fatḩābād,28.4091,53.1082
Fatḩābād,28.18333,54.05
Fatḩ,30.57568,50.85678
Fāţemīyeh,32.7996,58.84757
Fesūn,32.31999,58.8382
Faskhowd,33.2518,52.0141
Pīsījān,34.83664,48.30472
Fashtaq,36.43333,57.36667
Fashtāl,37.13934,49.82523
Fashkhām,37.2831,49.3319
Feshk,34.67233,49.74283
Fashīān,30.70089,50.74435
Fashand,36.03278,50.75612
Fasham,35.9306,51.5266
Fashālaj,36.3258,49.5259
Fashālam,37.255,49.4284
Fash,34.5834,47.9356
Fasanqar,36.10345,57.56413
Fasā,28.9383,53.6482
Fīzāneh-ye ‘Olyā,33.6892,49.2457
Farzīān,33.55919,49.55535
Farzeh,26.1875,59.8609
Faryāzān,34.5183,48.3372
Solţān Pīr Gheyb,29.3965,56.164
Faryāb-e Moţleb,32.67788,48.23982
Fāryāb-e Sangūyeh,27.41609,54.27219
Pāryāb,31.30969,50.84462
Faryāb,30.46916,51.33196
Fāryāb,28.90144,51.46423
Fāryāb,28.0987,57.23181
Fāryāb,27.8247,57.2886
Fāryāb,27.4905,52.9399
Fāryāb,27.47507,57.08407
Fāryāb,27.14245,54.20781
Anjīrāvand,32.15758,54.48116
Faravān,35.21701,52.54803
Fārūq,29.96352,53.04509
Fārūj,37.23121,58.219
Fārteq,31.28571,50.44638
Fārsūn,31.68829,50.85204
Farsīyeh,31.3277,48.3795
Fārsīnaj,34.7069,47.7257
Fārsī Jān,34.42934,49.54434
Fārsījān,30.21218,51.98596
Fārsīāt-e Kūchek,31.1219,48.4005
Fārsīāt,31.12333,48.40083
Farsian Faraug,37.22871,55.60317
Fārsīān,36.95439,55.42613
Parsian,36.1594,49.9333
Fārsī,27.2802,52.831
Farsesh,33.09065,49.86481
Fārschīn,35.3793,49.0554
Fārespān,34.2441,48.1192
Fārsān,32.25694,50.56095
Fārsījīn,36.028,49.425
Farsafaj,34.48667,48.285
Faraḩzād,30.3229,48.3472
Farrokhvandān,32.69722,50.34417
Farrokh Khānī,34.1273,46.6988
Farrokhī,33.84439,54.94608
Farrokhī,33.83004,59.53014
Farrokhābād,35.71513,50.91303
Farrokhābād,32.64204,47.25538
Farrokhābād-e Raẕavī,30.422,56.1086
Farāshband,28.8713,52.0916
Farrāsh,34.3451,47.4256
Farrāsh,32.25,48.36667
Farrāsh,29.19612,57.46683
Farnaq,33.51801,49.95596
Farmānābād,33.567,48.9955
Farmahīn,34.50383,49.68437
Fārmad,36.4449,59.7132
Farkhīn,32.87611,47.17611
Farkharān,38.5319,46.4868
Farkhak,36.23951,58.89915
Farkhad,36.4316,59.6491
Farkān,29.5103,56.6672
Fark,34.8424,49.4387
Farak,34.78397,49.8144
Mazra‘eh-ye Ferīznūk,33.01278,59.1224
Mazra‘eh-ye Ferīz Morgh,32.67903,59.45148
Ferīzī,36.48808,58.97549
Farīz,33.0903,58.80241
Farīz Hend,33.5209,51.7057
Farīzan,30.26628,57.10363
Ferīz,32.70693,59.14863
Farīsābād,34.7683,49.262
Farīmāneh,36.56775,57.11212
Farīmān,37.11335,57.41712
Farīmān,35.70685,59.85006
Farīd,32.41722,47.51111
Fāryāb-e Gohreh,27.7326,56.0696
